scenario,seed,N,status_code,status_name,energy_total,raw_objective,penE_total,qterm_total_signed,mip_gap,runtime_sec,gurobi_runtime_sec,Rmin,affordability_enabled,is_feasible,energy_decomp_error,index_map_file,qubo_file,enforce_onehot
S1_cost_only,2001,60,2,OPTIMAL,-28645245.309439313,1386.6806699775861,0.0,-28646631.990109283,0.0,0.03328549999999997,0.03299999237060547,6,False,True,2.6009833452076175e-16,index_map_S1_cost_only_N60.json,qubo_Q_S1_cost_only_N60.npz,True
S1_cost_only,2001,100,2,OPTIMAL,-105407141.02653272,2155.5491980719326,0.0,-105409296.57573079,0.0,0.7713622,0.7699999809265137,9,False,True,1.4136766303240106e-16,index_map_S1_cost_only_N100.json,qubo_Q_S1_cost_only_N100.npz,True
S1_cost_only,2001,100,2,OPTIMAL,-106435524.40775937,2155.5491980719326,0.0,-106437679.95695741,0.0,0.8492257000000001,0.8480000495910645,9,False,True,2.800035284603029e-16,index_map_S1_cost_only_N100.json,qubo_Q_S1_cost_only_N100.npz,True
S1_cost_only,2001,100,2,OPTIMAL,-106949716.09837268,2155.5491980719326,0.0,-106951871.64757074,0.0,0.8117675,0.812000036239624,9,False,True,1.39328665259303e-16,index_map_S1_cost_only_N100.json,qubo_Q_S1_cost_only_N100.npz,True
S1_cost_only,2001,100,2,OPTIMAL,-94994759.29161292,2155.5491980719326,0.0,-94996914.84081103,0.0,0.8688834,0.8680000305175781,9,False,True,3.137259635156163e-16,index_map_S1_cost_only_N100.json,qubo_Q_S1_cost_only_N100.npz,True
S1_cost_only,2001,100,2,OPTIMAL,-115819522.76145245,2155.5491980719326,0.0,-115821678.31065053,0.0,0.7988696,0.7980000972747803,9,False,True,0.0,index_map_S1_cost_only_N100.json,qubo_Q_S1_cost_only_N100.npz,True
S1_cost_only,2001,150,2,OPTIMAL,-406691420.81001556,6826.266295368572,0.0,-406698247.07631105,0.0,116.11448750000001,116.11400008201599,14,False,True,2.931197548090631e-16,index_map_S1_cost_only_N150.json,qubo_Q_S1_cost_only_N150.npz,True
S1_cost_only,2001,200,9,TIME_LIMIT,-891833791.7706608,7850.7818165439785,0.0,-891841642.5524771,0.015427984419655826,7200.0750351,7200.055999994278,18,False,True,2.6733521571121736e-16,index_map_S1_cost_only_N200.json,qubo_Q_S1_cost_only_N200.npz,True
S1_cost_only,2001,300,9,TIME_LIMIT,-2943999677.4098086,13616.855830836279,0.0,-2944013294.265638,0.07561181626998266,7200.084706000001,7200.093000173569,27,False,True,4.859074834777048e-16,index_map_S1_cost_only_N300.json,qubo_Q_S1_cost_only_N300.npz,True
S2_risk_adjusted,2001,60,2,OPTIMAL,-27108776.476770144,1537855.5133391472,0.0,-28646631.990109283,0.0,0.02261289999999999,0.023000001907348633,6,False,True,2.7484016489303107e-16,index_map_S2_risk_adjusted_N60.json,qubo_Q_S2_risk_adjusted_N60.npz,True
S2_risk_adjusted,2001,100,2,OPTIMAL,-103431472.01965983,1977824.5560709515,0.0,-105409296.57573079,0.0,0.5557824,0.554999828338623,9,False,True,0.0,index_map_S2_risk_adjusted_N100.json,qubo_Q_S2_risk_adjusted_N100.npz,True
S2_risk_adjusted,2001,100,2,OPTIMAL,-104459855.40088649,1977824.5560709515,0.0,-106437679.95695741,0.0,0.5406789,0.5409998893737793,9,False,True,2.8529928816503415e-16,index_map_S2_risk_adjusted_N100.json,qubo_Q_S2_risk_adjusted_N100.npz,True
S2_risk_adjusted,2001,100,2,OPTIMAL,-104974047.0914998,1977824.5560709515,0.0,-106951871.64757074,0.0,0.49654100000000007,0.4960000514984131,9,False,True,1.419509069785523e-16,index_map_S2_risk_adjusted_N100.json,qubo_Q_S2_risk_adjusted_N100.npz,True
S2_risk_adjusted,2001,100,2,OPTIMAL,-93019090.28474005,1977824.5560709515,0.0,-94996914.84081103,0.0,0.5114650000000001,0.5110001564025879,9,False,True,3.203893125214152e-16,index_map_S2_risk_adjusted_N100.json,qubo_Q_S2_risk_adjusted_N100.npz,True
