scenario,seed,N,status_code,status_name,energy_total,raw_objective,penE_total,qterm_total_signed,mip_gap,runtime_sec,gurobi_runtime_sec,Rmin,affordability_enabled,is_feasible,energy_decomp_error,index_map_file,qubo_file,enforce_onehot
S1_cost_only,1005,20,2,OPTIMAL,-1616938.3093041098,652.4616438753992,0.0,-1617590.7709479854,0.0,0.006915999999999978,0.006000041961669922,2,False,True,1.4399475992010738e-16,index_map_S1_cost_only_N20.json,qubo_Q_S1_cost_only_N20.npz,True
S1_cost_only,1005,30,2,OPTIMAL,-4570389.840704489,-330.53714227923183,0.0,-4570059.303562209,0.0,0.017877400000000043,0.01699995994567871,3,False,True,0.0,index_map_S1_cost_only_N30.json,qubo_Q_S1_cost_only_N30.npz,True
S1_cost_only,1005,40,2,OPTIMAL,-10604968.72199917,197.65612140393932,0.0,-10605166.378120577,0.0,0.013436899999999974,0.014000177383422852,4,False,True,1.7563891021828728e-16,index_map_S1_cost_only_N40.json,qubo_Q_S1_cost_only_N40.npz,True
S1_cost_only,1005,50,2,OPTIMAL,-19181918.798909064,1455.677828341361,0.0,-19183374.476737406,0.0,0.015773499999999996,0.017000198364257812,5,False,True,0.0,index_map_S1_cost_only_N50.json,qubo_Q_S1_cost_only_N50.npz,True
S2_risk_adjusted,1005,20,2,OPTIMAL,-1223214.8477191278,70857.76903926034,323518.15418959706,-1294072.6167583882,0.0,0.0052514999999999645,0.005000114440917969,2,False,False,0.0,index_map_S2_risk_adjusted_N20.json,qubo_Q_S2_risk_adjusted_N20.npz,True
S2_risk_adjusted,1005,30,2,OPTIMAL,-3792904.1012008125,777155.202361397,0.0,-4570059.303562209,0.0,0.010572199999999976,0.009999990463256836,3,False,True,1.227717007557121e-16,index_map_S2_risk_adjusted_N30.json,qubo_Q_S2_risk_adjusted_N30.npz,True
S2_risk_adjusted,1005,40,2,OPTIMAL,-9596378.331084222,1008788.0470363552,0.0,-10605166.378120577,0.0,0.013227099999999992,0.013000011444091797,4,False,True,0.0,index_map_S2_risk_adjusted_N40.json,qubo_Q_S2_risk_adjusted_N40.npz,True
S2_risk_adjusted,1005,50,2,OPTIMAL,-17525779.481703766,1657594.9950336406,0.0,-19183374.476737406,0.0,0.012121999999999966,0.012000083923339844,5,False,True,0.0,index_map_S2_risk_adjusted_N50.json,qubo_Q_S2_risk_adjusted_N50.npz,True
S3_tight_regulation,1005,20,2,OPTIMAL,-3231979.8143067225,3201.7275892474554,0.0,-3235181.5418959702,0.0,0.0065437999999999885,0.006000041961669922,3,False,True,1.4407926845534034e-16,index_map_S3_tight_regulation_N20.json,qubo_Q_S3_tight_regulation_N20.npz,True
S3_tight_regulation,1005,30,2,OPTIMAL,-11877471.392460719,4682.796801026359,0.0,-11882154.189261744,0.0,0.005356199999999978,0.005000114440917969,5,False,True,1.5682169105566357e-16,index_map_S3_tight_regulation_N30.json,qubo_Q_S3_tight_regulation_N30.npz,True
S3_tight_regulation,1005,40,2,OPTIMAL,-23076621.715256546,5210.990064709531,0.0,-23081832.705321256,0.0,0.0054630999999999985,0.005000114440917969,6,False,True,0.0,index_map_S3_tight_regulation_N40.json,qubo_Q_S3_tight_regulation_N40.npz,True
S3_tight_regulation,1005,50,2,OPTIMAL,-27295497.778761573,3919.745826274897,0.0,-27299417.524587847,0.0,0.010949900000000012,0.010999917984008789,6,False,True,0.0,index_map_S3_tight_regulation_N50.json,qubo_Q_S3_tight_regulation_N50.npz,True
S4_affordability,1005,20,2,OPTIMAL,-1616438.3093041098,1152.4616438753992,0.0,-1617590.7709479854,0.0,0.006725199999999987,0.0070002079010009766,2,True,True,1.440393006734078e-16,index_map_S4_affordability_N20.json,qubo_Q_S4_affordability_N20.npz,True
S4_affordability,1005,30,2,OPTIMAL,-4569889.840704489,169.46285772076817,0.0,-4570059.303562209,0.0,0.011019600000000018,0.010999917984008789,3,True,True,0.0,index_map_S4_affordability_N30.json,qubo_Q_S4_affordability_N30.npz,True
S4_affordability,1005,40,2,OPTIMAL,-10604468.72199917,697.6561214039393,0.0,-10605166.378120577,0.0,0.0131058,0.013000011444091797,4,True,True,1.7564719158130614e-16,index_map_S4_affordability_N40.json,qubo_Q_S4_affordability_N40.npz,True
S4_affordability,1005,50,2,OPTIMAL,-19181418.798909064,1955.677828341361,0.0,-19183374.476737406,0.0,0.014660699999999971,0.015000104904174805,5,True,True,0.0,index_map_S4_affordability_N50.json,qubo_Q_S4_affordability_N50.npz,True
S4_affordability,1005,20,2,OPTIMAL,-1616438.3093041098,1152.4616438753992,0.0,-1617590.7709479854,0.0,0.007081500021740794,0.006999969482421875,2,True,True,1.440393006734078e-16,index_map_S4_affordability_N20.json,qubo_Q_S4_affordability_N20.npz,True
