benchmark_family,instance_id,seed,N,solver,raw_objective,energy_total,is_feasible,runtime_sec,eigen_min,eigen_max,condition_number,neg_eigs,edge_prob,num_edges,k_frac,K_card,penalty_weight,kappa_target,neg_frac,budget_total_flips,target_flips_used,echo_final_stage_flips,echo_final_stage_frac,echo_tau0,echo_num_stages,echo_best_stage
maxcut,maxcut_N100_seed1004,1004,100,sa,-259.1266025465777,-259.1266025465777,1,1.825,-21.82342070144979,26.179431815551588,227.2537570073434,52,0.5,2416,,,1.0,,,200000,200000,,,,,
maxcut,maxcut_N100_seed1005,1005,100,sa,-274.307875923484,-274.307875923484,1,1.738,-27.410665808606822,23.303491090030924,419.80939505111104,54,0.5,2479,,,1.0,,,200000,200000,,,,,
maxcut,maxcut_N100_seed1006,1006,100,sa,-251.7125315333722,-251.7125315333722,1,1.739,-22.810553361849003,21.094959771613752,15087.967332868748,49,0.5,2433,,,1.0,,,200000,200000,,,,,
maxcut,maxcut_N100_seed1007,1007,100,sa,-237.72943055802818,-237.72943055802818,1,1.787,-22.934145346510935,20.650734348068493,167.0741697517729,47,0.5,2480,,,1.0,,,200000,200000,,,,,
maxcut,maxcut_N100_seed1008,1008,100,sa,-241.76400981136217,-241.76400981136217,1,1.781,-20.907721618314444,19.488201834312743,760.7633085970987,49,0.5,2442,,,1.0,,,200000,200000,,,,,
maxcut,maxcut_N100_seed1009,1009,100,sa,-275.31776136991215,-275.31776136991215,1,1.783,-23.532346751233327,19.52586176097146,534.5177540007323,51,0.5,2464,,,1.0,,,200000,200000,,,,,
maxcut,maxcut_N100_seed1010,1010,100,sa,-265.53861789694463,-265.53861789694463,1,1.794,-26.327191939473348,17.183173927873085,142.3721546064217,50,0.5,2484,,,1.0,,,200000,200000,,,,,
maxcut,maxcut_N100_seed1011,1011,100,sa,-306.2077571557645,-306.2077571557645,1,1.776,-22.285625881083845,19.982250387220816,266.7574038730682,57,0.5,2492,,,1.0,,,200000,200000,,,,,
maxcut,maxcut_N100_seed1012,1012,100,sa,-261.0278628019575,-261.0278628019575,1,1.834,-21.53975820717864,22.192836231919962,387.6997882030868,50,0.5,2475,,,1.0,,,200000,200000,,,,,
maxcut,maxcut_N100_seed1013,1013,100,sa,-265.8276841594931,-265.8276841594931,1,1.756,-22.39200187387651,21.153206459314287,157.09387162438728,50,0.5,2463,,,1.0,,,200000,200000,,,,,
maxcut,maxcut_N100_seed1014,1014,100,sa,-213.31516552791837,-213.31516552791837,1,1.811,-22.62784286878504,23.11060461712564,981.46801032706,44,0.5,2480,,,1.0,,,200000,200000,,,,,
maxcut,maxcut_N100_seed1015,1015,100,sa,-238.53838174287137,-238.53838174287137,1,1.738,-19.84998697126615,22.63179437774493,94.28634668360135,47,0.5,2437,,,1.0,,,200000,200000,,,,,
maxcut,maxcut_N100_seed1016,1016,100,sa,-240.13844149447687,-240.13844149447687,1,1.777,-18.01888754828817,21.098623433715336,1327.6317898946993,49,0.5,2439,,,1.0,,,200000,200000,,,,,
maxcut,maxcut_N100_seed1017,1017,100,sa,-273.37536394958215,-273.37536394958215,1,1.88,-24.055328382659575,25.551620533310963,139.10792791287423,48,0.5,2509,,,1.0,,,200000,200000,,,,,
maxcut,maxcut_N100_seed1018,1018,100,sa,-223.83362733160885,-223.83362733160885,1,1.736,-17.469589717210916,25.71663774372397,188.14881284992404,42,0.5,2451,,,1.0,,,200000,200000,,,,,
maxcut,maxcut_N100_seed1019,1019,100,sa,-257.2449731268333,-257.2449731268333,1,1.779,-25.7169288029437,20.67047792525177,458.04316425877715,48,0.5,2448,,,1.0,,,200000,200000,,,,,
maxcut,maxcut_N150_seed1000,1000,150,sa,-405.2746773099437,-405.2746773099437,1,3.507,-23.5522162582156,29.637101827459745,369.97009737039673,68,0.5,5566,,,1.0,,,300000,300000,,,,,
maxcut,maxcut_N150_seed1001,1001,150,sa,-478.622503507481,-478.622503507481,1,3.5,-24.805598807482067,23.541102702883073,533.977815574349,72,0.5,5576,,,1.0,,,300000,300000,,,,,
maxcut,maxcut_N150_seed1002,1002,150,sa,-480.8778804719099,-480.8778804719099,1,3.487,-25.400233724836724,29.63255613284017,711.7371667861897,72,0.5,5721,,,1.0,,,300000,300000,,,,,
maxcut,maxcut_N150_seed1003,1003,150,sa,-435.61214460668816,-435.61214460668816,1,3.424,-26.905551851737446,29.976373091642472,2278.3366947506743,69,0.5,5487,,,1.0,,,300000,300000,,,,,
maxcut,maxcut_N150_seed1004,1004,150,sa,-519.6551585409169,-519.6551585409169,1,3.456,-25.926829023600554,27.255719126618484,285.696254337581,79,0.5,5503,,,1.0,,,300000,300000,,,,,
maxcut,maxcut_N150_seed1005,1005,150,sa,-487.4173938421034,-487.4173938421034,1,3.471,-26.805933974565345,22.5679548313154,374.02529302926126,78,0.5,5525,,,1.0,,,300000,300000,,,,,
maxcut,maxcut_N150_seed1006,1006,150,sa,-483.77432954910626,-483.77432954910626,1,3.497,-30.368143682032894,25.65927011145323,91.71389876911832,77,0.5,5607,,,1.0,,,300000,300000,,,,,
maxcut,maxcut_N150_seed1007,1007,150,sa,-421.7578946773423,-421.7578946773423,1,3.487,-22.765712703791532,30.914384496642406,190.08376557309853,69,0.5,5600,,,1.0,,,300000,300000,,,,,
maxcut,maxcut_N150_seed1008,1008,150,sa,-472.50348204357476,-472.50348204357476,1,3.446,-23.72372569936858,25.26217160351709,330.85534989629656,77,0.5,5554,,,1.0,,,300000,300000,,,,,
maxcut,maxcut_N150_seed1009,1009,150,sa,-518.6436508534446,-518.6436508534446,1,3.541,-26.90485142728054,25.462525898091837,148.8238876755958,81,0.5,5635,,,1.0,,,300000,300000,,,,,
maxcut,maxcut_N150_seed1010,1010,150,sa,-508.74127232778727,-508.74127232778727,1,3.541,-39.65751328226098,28.40782705662882,229.10026601033144,79,0.5,5639,,,1.0,,,300000,300000,,,,,
maxcut,maxcut_N150_seed1011,1011,150,sa,-539.7617296122253,-539.7617296122253,1,3.492,-31.29544513527719,27.393231992474227,155.69613714854992,81,0.5,5607,,,1.0,,,300000,300000,,,,,
maxcut,maxcut_N150_seed1012,1012,150,sa,-472.4849032591397,-472.4849032591397,1,3.517,-25.578198627587298,29.10269561467993,1503.6488799385686,74,0.5,5544,,,1.0,,,300000,300000,,,,,
maxcut,maxcut_N150_seed1013,1013,150,sa,-446.93606272471584,-446.93606272471584,1,3.468,-25.990350546551017,23.607219128627467,883.1482620232492,72,0.5,5577,,,1.0,,,300000,300000,,,,,
maxcut,maxcut_N150_seed1014,1014,150,sa,-426.1380865544333,-426.1380865544333,1,3.429,-24.71082255352184,29.951694586948996,566.4896508775389,69,0.5,5576,,,1.0,,,300000,300000,,,,,
maxcut,maxcut_N150_seed1015,1015,150,sa,-481.8787461773023,-481.8787461773023,1,3.486,-27.45730292364219,25.465277360781194,173.23526972651717,76,0.5,5518,,,1.0,,,300000,300000,,,,,
maxcut,maxcut_N150_seed1016,1016,150,sa,-498.4102681052236,-498.4102681052236,1,3.535,-38.514853701536424,24.774337701186287,641.6342257434395,76,0.5,5533,,,1.0,,,300000,300000,,,,,
