scenario,seed,N,status_code,status_name,energy_total,raw_objective,penE_total,qterm_total_signed,mip_gap,runtime_sec,gurobi_runtime_sec,Rmin,affordability_enabled,is_feasible,energy_decomp_error,index_map_file,qubo_file,enforce_onehot
S1_cost_only,2003,60,2,OPTIMAL,-29706772.15338008,2937.3758769923124,0.0,-29709709.529257078,0.0,0.03369330000000004,0.03399991989135742,6,False,True,1.2540205577461383e-16,index_map_S1_cost_only_N60.json,qubo_Q_S1_cost_only_N60.npz,True
S1_cost_only,2003,100,2,OPTIMAL,-113786587.691932,4219.29290168188,0.0,-113790806.98483367,0.0,0.9261366,0.9260001182556152,9,False,True,0.0,index_map_S1_cost_only_N100.json,qubo_Q_S1_cost_only_N100.npz,True
S1_cost_only,2003,100,2,OPTIMAL,-114896741.90641817,4219.29290168188,0.0,-114900961.19931985,0.0,1.0100001,1.0099999904632568,9,False,True,0.0,index_map_S1_cost_only_N100.json,qubo_Q_S1_cost_only_N100.npz,True
S1_cost_only,2003,100,2,OPTIMAL,-115451819.01366127,4219.29290168188,0.0,-115456038.30656295,0.0,0.9592510000000001,0.9579999446868896,9,False,True,0.0,index_map_S1_cost_only_N100.json,qubo_Q_S1_cost_only_N100.npz,True
S1_cost_only,2003,100,2,OPTIMAL,-102546276.27025943,4219.29290168188,0.0,-102550495.56316108,0.0,0.9124393000000001,0.9189999103546143,9,False,True,2.906231554342516e-16,index_map_S1_cost_only_N100.json,qubo_Q_S1_cost_only_N100.npz,True
S1_cost_only,2003,100,2,OPTIMAL,-125026899.1136046,4219.29290168188,0.0,-125031118.40650627,0.0,0.7418761,0.7409999370574951,9,False,True,1.1918364207615712e-16,index_map_S1_cost_only_N100.json,qubo_Q_S1_cost_only_N100.npz,True
S1_cost_only,2003,150,2,OPTIMAL,-375569341.86708194,6794.138958796799,0.0,-375576136.00604075,0.0,364.85073550000004,364.8489999771118,14,False,True,0.0,index_map_S1_cost_only_N150.json,qubo_Q_S1_cost_only_N150.npz,True
S1_cost_only,2003,200,9,TIME_LIMIT,-820109940.3298258,9628.81003499258,0.0,-820119569.1398604,0.014968328329874969,7200.064382,7200.046999931335,18,False,True,4.36073081260929e-16,index_map_S1_cost_only_N200.json,qubo_Q_S1_cost_only_N200.npz,True
S1_cost_only,2003,300,9,TIME_LIMIT,-2837380726.2275815,14789.119363507209,0.0,-2837395515.3469424,0.07815072519222721,7200.0533808,7200.048999786377,27,False,True,8.402770093478084e-16,index_map_S1_cost_only_N300.json,qubo_Q_S1_cost_only_N300.npz,True
S2_risk_adjusted,2003,60,2,OPTIMAL,-27357215.518052153,1549528.8887925695,802965.1224123534,-28906744.406844724,0.0,0.02045210000000003,0.019999980926513672,6,False,False,0.0,index_map_S2_risk_adjusted_N60.json,qubo_Q_S2_risk_adjusted_N60.npz,True
S2_risk_adjusted,2003,100,2,OPTIMAL,-110766424.55824703,3024382.426586643,0.0,-113790806.98483367,0.0,0.4272533,0.4270000457763672,9,False,True,0.0,index_map_S2_risk_adjusted_N100.json,qubo_Q_S2_risk_adjusted_N100.npz,True
S2_risk_adjusted,2003,100,2,OPTIMAL,-111876578.77273321,3024382.426586643,0.0,-114900961.19931985,0.0,0.5009551999999999,0.5,9,False,True,0.0,index_map_S2_risk_adjusted_N100.json,qubo_Q_S2_risk_adjusted_N100.npz,True
