benchmark_family,instance_id,seed,N,sa_raw_objective,sa_echo_raw_objective,pair_complete,gap_echo_to_sa,echo_beats_sa,echo_ties_sa,echo_loses_sa,eigen_min,eigen_max,condition_number,neg_eigs,edge_prob,num_edges,k_frac,K_card,penalty_weight,kappa_target,neg_frac,budget_total_flips,target_flips_used,echo_final_stage_flips,echo_final_stage_frac,echo_tau0,echo_num_stages,echo_best_stage
portfolio_card,portfolio_card_N300_seed1008,1008,300,-19730.808417094424,-19740.33834702226,1,-9.529929927837657,1,0,0,-876.7270085701448,2042.9729043014452,2.3348917377770517,299,,,0.15,45,9.730553907211275,,,600000,240000,240000,0.4,729.791543040845,6,2
portfolio_card,portfolio_card_N300_seed1009,1009,300,-19849.47919141366,-19861.40789453441,1,-11.928703120753198,1,0,0,-882.0714680311171,2055.3912886087896,2.33455599703284,299,,,0.15,45,9.7898286548465,,,600000,240000,240000,0.4,734.237149113488,6,2
portfolio_card,portfolio_card_N300_seed1010,1010,300,-19831.345007761814,-19839.791441798432,1,-8.446434036617575,1,0,0,-881.0984341105993,2053.061346350904,2.3345639047672573,299,,,0.15,45,9.779016386952478,,,600000,240000,240000,0.4,733.4262290214373,6,0
portfolio_card,portfolio_card_N300_seed1011,1011,300,-19881.45324532194,-19892.629088588867,1,-11.175843266926677,1,0,0,-883.4143428086826,2058.5075797157506,2.334914539071303,299,,,0.15,45,9.804741707782352,,,600000,240000,240000,0.4,735.3556280836764,6,2
portfolio_card,portfolio_card_N300_seed1012,1012,300,-19830.26955996429,-19839.06550581133,1,-8.795945847039548,1,0,0,-881.0572477578643,2053.001756670894,2.334754461536159,299,,,0.15,45,9.778573772436763,,,600000,240000,240000,0.4,733.3930329327577,6,2
portfolio_card,portfolio_card_N300_seed1013,1013,300,-19762.896346475056,-19774.72145712804,1,-11.825110652982403,1,0,0,-878.2124905098328,2046.4007776706428,2.335293954464968,299,,,0.15,45,9.746965540624236,,,600000,240000,240000,0.4,731.0224155468169,6,2
portfolio_card,portfolio_card_N300_seed1014,1014,300,-19962.27056963912,-19972.26525017214,1,-9.994680533018254,1,0,0,-887.0153927994037,2066.923524850365,2.3347774164767965,299,,,0.15,45,9.844762372055303,,,600000,240000,240000,0.4,738.3571779041486,6,2
portfolio_card,portfolio_card_N300_seed1015,1015,300,-19758.781795722145,-19771.93872325529,1,-13.15692753314579,1,0,0,-878.002298961544,2045.8948613496264,2.3346694692055348,299,,,0.15,45,9.744674279231486,,,600000,240000,240000,0.4,730.8505709423619,6,2
portfolio_card,portfolio_card_N300_seed1016,1016,300,-19591.679450137344,-19601.645568341915,1,-9.966118204571103,1,0,0,-870.565738046509,2028.5358383702608,2.334899691456972,299,,,0.15,45,9.662015586933828,,,600000,240000,240000,0.4,724.6511690200375,6,1
portfolio_card,portfolio_card_N300_seed1017,1017,300,-19589.81026537582,-19599.57061116421,1,-9.760345788388804,1,0,0,-870.3804818084589,2028.0973983627573,2.3347535420660126,299,,,0.15,45,9.65994735576862,,,600000,240000,240000,0.4,724.4960516826471,6,2
portfolio_card,portfolio_card_N300_seed1018,1018,300,-19934.13692670457,-19946.2463582037,1,-12.10943149913146,1,0,0,-885.7820482752074,2064.047709526797,2.3347430226900565,299,,,0.15,45,9.831064423552274,,,600000,240000,240000,0.4,737.3298317664203,6,2
portfolio_card,portfolio_card_N300_seed1019,1019,300,-19851.91606911491,-19863.99090358059,1,-12.074834465678578,1,0,0,-882.0966539085787,2055.441809316518,2.334833602255479,299,,,0.15,45,9.79010800936244,,,600000,240000,240000,0.4,734.258100702183,6,2
portfolio_card,portfolio_card_N50_seed1000,1000,50,-586.5630980979031,-587.2885054522791,1,-0.7254073543759887,1,0,0,-146.114681941629,308.10356230209254,2.13630715598856,49,,,0.15,8,9.073051255113446,,,100000,50000,50000,0.5,113.41314068891822,6,2
portfolio_card,portfolio_card_N50_seed1001,1001,50,-549.7606592888162,-550.8398660053346,1,-1.0792067165183425,1,0,0,-137.01527446540413,288.75572737091863,2.140177868333073,49,,,0.15,8,8.503910820307418,,,100000,50000,50000,0.5,106.29888525384274,6,2
portfolio_card,portfolio_card_N50_seed1002,1002,50,-542.1433721386398,-543.3548282423864,1,-1.2114561037465137,1,0,0,-135.18281686176456,284.9394949283563,2.134259513473405,49,,,0.15,8,8.390570768920496,,,100000,50000,50000,0.5,104.8821346115064,6,2
portfolio_card,portfolio_card_N50_seed1003,1003,50,-588.8588110075244,-590.264813684188,1,-1.4060026766635474,1,0,0,-146.74867258834004,309.3501152815292,2.133189040241504,49,,,0.15,8,9.112173551970418,,,100000,50000,50000,0.5,113.90216939963037,6,0
portfolio_card,portfolio_card_N50_seed1004,1004,50,-608.9719982235374,-610.25420164213,1,-1.282203418592644,1,0,0,-151.86590225818912,320.2366458840777,2.138787834748222,49,,,0.15,8,9.43091371021851,,,100000,50000,50000,0.5,117.8864213777315,6,0
portfolio_card,portfolio_card_N50_seed1005,1005,50,-577.3993575060769,-578.4915483154764,1,-1.0921908093995398,1,0,0,-143.8494043652585,303.2340699309894,2.141494030148337,49,,,0.15,8,8.931946396291007,,,100000,50000,50000,0.5,111.6493299536376,6,0
portfolio_card,portfolio_card_N50_seed1006,1006,50,-541.7104575943584,-543.3232345748197,1,-1.6127769804612626,1,0,0,-135.07031824134876,284.732161430352,2.1413336647083407,49,,,0.15,8,8.384398851017243,,,100000,50000,50000,0.5,104.80498563771556,6,0
