scenario,seed,N,status_code,status_name,energy_total,raw_objective,penE_total,qterm_total_signed,mip_gap,runtime_sec,gurobi_runtime_sec,Rmin,affordability_enabled,is_feasible,energy_decomp_error,index_map_file,qubo_file,enforce_onehot
S1_cost_only,1003,20,2,OPTIMAL,-1668756.2649873751,-1310.5432520727998,0.0,-1667445.7217353024,0.0,0.006954999999999989,0.00599980354309082,2,False,True,0.0,index_map_S1_cost_only_N20.json,qubo_Q_S1_cost_only_N20.npz,True
S1_cost_only,1003,30,2,OPTIMAL,-4480670.149122939,1244.9865651421005,0.0,-4481915.135688081,0.0,0.014588199999999996,0.01399993896484375,3,False,True,0.0,index_map_S1_cost_only_N30.json,qubo_Q_S1_cost_only_N30.npz,True
S1_cost_only,1003,40,2,OPTIMAL,-9518083.199030673,2519.423290341223,0.0,-9520602.622321013,0.0,0.014484500000000011,0.014999866485595703,4,False,True,1.9569540529133532e-16,index_map_S1_cost_only_N40.json,qubo_Q_S1_cost_only_N40.npz,True
S1_cost_only,1003,50,2,OPTIMAL,-17477029.617670793,3300.5388708685177,0.0,-17480330.156541657,0.0,0.03515950000000001,0.03399991989135742,5,False,True,2.1315351521149352e-16,index_map_S1_cost_only_N50.json,qubo_Q_S1_cost_only_N50.npz,True
S1_cost_only,1003,50,2,OPTIMAL,-18014885.930179764,3300.5388708685177,0.0,-18018186.46905063,0.0,0.03329510000000002,0.03399991989135742,5,False,True,0.0,index_map_S1_cost_only_N50.json,qubo_Q_S1_cost_only_N50.npz,True
S1_cost_only,1003,50,2,OPTIMAL,-18283814.08643425,3300.5388708685177,0.0,-18287114.62530512,0.0,0.030486500000000027,0.029999971389770508,5,False,True,2.0374798610678876e-16,index_map_S1_cost_only_N50.json,qubo_Q_S1_cost_only_N50.npz,True
S1_cost_only,1003,50,2,OPTIMAL,-15796228.641080244,3300.5388708685177,0.0,-15799529.179951115,0.0,0.030540899999999982,0.03099989891052246,5,False,True,1.1791707954814573e-16,index_map_S1_cost_only_N50.json,qubo_Q_S1_cost_only_N50.npz,True
S1_cost_only,1003,50,2,OPTIMAL,-19157830.594261337,3300.5388708685177,0.0,-19161131.133132204,0.0,0.026735200000000015,0.026000022888183594,5,False,True,0.0,index_map_S1_cost_only_N50.json,qubo_Q_S1_cost_only_N50.npz,True
S2_risk_adjusted,1003,20,2,OPTIMAL,-1384800.0720025552,282645.649732747,0.0,-1667445.7217353024,0.0,0.005484600000000006,0.005000114440917969,2,False,True,0.0,index_map_S2_risk_adjusted_N20.json,qubo_Q_S2_risk_adjusted_N20.npz,True
S2_risk_adjusted,1003,30,2,OPTIMAL,-3751077.9723865264,282645.649732747,448191.51356880815,-4033723.6221192735,0.0,0.00656770000000001,0.00599980354309082,3,False,False,0.0,index_map_S2_risk_adjusted_N30.json,qubo_Q_S2_risk_adjusted_N30.npz,True
