scenario,seed,N,status_code,status_name,energy_total,raw_objective,penE_total,qterm_total_signed,mip_gap,runtime_sec,gurobi_runtime_sec,Rmin,affordability_enabled,is_feasible,energy_decomp_error,index_map_file,qubo_file,enforce_onehot
S1_cost_only,1004,20,2,OPTIMAL,-1407745.8272024295,-804.5183516374277,0.0,-1406941.3088507918,0.0,0.00696329999999995,0.006999969482421875,2,False,True,1.6539252978399295e-16,index_map_S1_cost_only_N20.json,qubo_Q_S1_cost_only_N20.npz,True
S1_cost_only,1004,30,2,OPTIMAL,-4636879.877874318,1564.3434903345847,0.0,-4638444.221364653,0.0,0.011016899999999996,0.010999917984008789,3,False,True,2.008511324736806e-16,index_map_S1_cost_only_N30.json,qubo_Q_S1_cost_only_N30.npz,True
S1_cost_only,1004,40,2,OPTIMAL,-10548395.644861719,3671.141518949178,0.0,-10552066.786380667,0.0,0.017571599999999965,0.018000125885009766,4,False,True,0.0,index_map_S1_cost_only_N40.json,qubo_Q_S1_cost_only_N40.npz,True
S1_cost_only,1004,50,2,OPTIMAL,-19680546.59397823,4456.868476026899,0.0,-19685003.46245426,0.0,0.014067700000000016,0.014000177383422852,5,False,True,1.892879489232155e-16,index_map_S1_cost_only_N50.json,qubo_Q_S1_cost_only_N50.npz,True
S1_cost_only,1004,50,2,OPTIMAL,-20286239.008207593,4456.868476026899,0.0,-20290695.87668362,0.0,0.013672399999999973,0.014000177383422852,5,False,True,0.0,index_map_S1_cost_only_N50.json,qubo_Q_S1_cost_only_N50.npz,True
S1_cost_only,1004,50,2,OPTIMAL,-20589085.215322267,4456.868476026899,0.0,-20593542.0837983,0.0,0.013802399999999992,0.014999866485595703,5,False,True,3.618704045859771e-16,index_map_S1_cost_only_N50.json,qubo_Q_S1_cost_only_N50.npz,True
S1_cost_only,1004,50,2,OPTIMAL,-17787757.799511477,4456.868476026899,0.0,-17792214.667987503,0.0,0.01377109999999998,0.01699995994567871,5,False,True,0.0,index_map_S1_cost_only_N50.json,qubo_Q_S1_cost_only_N50.npz,True
S1_cost_only,1004,50,2,OPTIMAL,-21573335.388444986,4456.868476026899,0.0,-21577792.256921016,0.0,0.014063099999999995,0.014000177383422852,5,False,True,1.7268031258890257e-16,index_map_S1_cost_only_N50.json,qubo_Q_S1_cost_only_N50.npz,True
S2_risk_adjusted,1004,20,2,OPTIMAL,-1064777.0924976766,60775.954582956896,281388.26177015837,-1125553.0470806335,0.0,0.005243700000000018,0.005000114440917969,2,False,False,0.0,index_map_S2_risk_adjusted_N20.json,qubo_Q_S2_risk_adjusted_N20.npz,True
S2_risk_adjusted,1004,30,2,OPTIMAL,-3645399.477182461,529200.3220457262,463844.4221364653,-4174599.7992281877,0.0,0.006595699999999982,0.006000041961669922,3,False,False,1.2773943986727352e-16,index_map_S2_risk_adjusted_N30.json,qubo_Q_S2_risk_adjusted_N30.npz,True
