scenario,seed,N,status_code,status_name,energy_total,raw_objective,penE_total,qterm_total_signed,mip_gap,runtime_sec,gurobi_runtime_sec,Rmin,affordability_enabled,is_feasible,energy_decomp_error,index_map_file,qubo_file,enforce_onehot
S1_cost_only,1000,20,2,OPTIMAL,-1356787.8503304468,-35.08787595833087,0.0,-1356752.7624544885,0.0,0.007212799999999964,0.0070002079010009766,2,False,True,0.0,index_map_S1_cost_only_N20.json,qubo_Q_S1_cost_only_N20.npz,True
S1_cost_only,1000,30,2,OPTIMAL,-4429923.910022026,2132.3781194297853,0.0,-4432056.2881414555,0.0,0.012788400000000033,0.01100015640258789,3,False,True,0.0,index_map_S1_cost_only_N30.json,qubo_Q_S1_cost_only_N30.npz,True
S1_cost_only,1000,40,2,OPTIMAL,-10235232.949873984,3347.612670864285,0.0,-10238580.562544849,0.0,0.013418600000000003,0.012000083923339844,4,False,True,0.0,index_map_S1_cost_only_N40.json,qubo_Q_S1_cost_only_N40.npz,True
S1_cost_only,1000,50,2,OPTIMAL,-18489580.45410088,3457.681482552579,0.0,-18493038.135583434,0.0,0.03799770000000002,0.03699994087219238,5,False,True,0.0,index_map_S1_cost_only_N50.json,qubo_Q_S1_cost_only_N50.npz,True
S1_cost_only,1000,50,2,OPTIMAL,-19058597.012118835,3457.681482552579,0.0,-19062054.69360139,0.0,0.027566800000000002,0.026999950408935547,5,False,True,0.0,index_map_S1_cost_only_N50.json,qubo_Q_S1_cost_only_N50.npz,True
S1_cost_only,1000,50,2,OPTIMAL,-19343105.291127812,3457.681482552579,0.0,-19346562.972610362,0.0,0.028563600000000022,0.0279998779296875,5,False,True,1.9259008532464587e-16,index_map_S1_cost_only_N50.json,qubo_Q_S1_cost_only_N50.npz,True
S1_cost_only,1000,50,2,OPTIMAL,-16711403.710294787,3457.681482552579,0.0,-16714861.391777338,0.0,0.029226699999999994,0.0280001163482666,5,False,True,1.114595267711416e-16,index_map_S1_cost_only_N50.json,qubo_Q_S1_cost_only_N50.npz,True
S1_cost_only,1000,50,2,OPTIMAL,-20267757.197906986,3457.681482552579,0.0,-20271214.879389536,0.0,0.0324836,0.03299999237060547,5,False,True,1.8380377572544722e-16,index_map_S1_cost_only_N50.json,qubo_Q_S1_cost_only_N50.npz,True
S2_risk_adjusted,1000,20,2,OPTIMAL,-570414.4977883502,514987.7121752406,271350.5524908977,-1085402.2099635908,0.0,0.006368600000000002,0.006000041961669922,2,False,False,0.0,index_map_S2_risk_adjusted_N20.json,qubo_Q_S2_risk_adjusted_N20.npz,True
S2_risk_adjusted,1000,30,2,OPTIMAL,-2825813.988866644,1163036.6704606663,443205.6288141456,-3988850.65932731,0.0,0.007348100000000024,0.0070002079010009766,3,False,False,0.0,index_map_S2_risk_adjusted_N30.json,qubo_Q_S2_risk_adjusted_N30.npz,True
S2_risk_adjusted,1000,40,2,OPTIMAL,-7795943.907219172,1840367.2104700964,602269.4448555793,-9636311.117689269,0.0,0.010146099999999991,0.009999990463256836,4,False,False,0.0,index_map_S2_risk_adjusted_N40.json,qubo_Q_S2_risk_adjusted_N40.npz,True
S2_risk_adjusted,1000,50,2,OPTIMAL,-15782163.149467578,1999604.2885934156,711270.6975224399,-17781767.438060995,0.0,0.017967599999999972,0.018000125885009766,5,False,False,1.1802217044586785e-16,index_map_S2_risk_adjusted_N50.json,qubo_Q_S2_risk_adjusted_N50.npz,True
S2_risk_adjusted,1000,50,2,OPTIMAL,-16351179.707485532,1999604.2885934156,711270.6975224399,-18350783.99607895,0.0,0.017218800000000034,0.01699995994567871,5,False,False,1.1391503136487715e-16,index_map_S2_risk_adjusted_N50.json,qubo_Q_S2_risk_adjusted_N50.npz,True
S2_risk_adjusted,1000,50,2,OPTIMAL,-16635687.986494506,1999604.2885934156,711270.6975224399,-18635292.275087923,0.0,0.01844079999999998,0.01900005340576172,5,False,False,1.1196682401972942e-16,index_map_S2_risk_adjusted_N50.json,qubo_Q_S2_risk_adjusted_N50.npz,True
S2_risk_adjusted,1000,50,2,OPTIMAL,-14075113.475413725,1999604.2885934156,640143.627770196,-16074717.764007142,0.0,0.016423200000000027,0.017000198364257812,5,False,False,1.3233606624093e-16,index_map_S2_risk_adjusted_N50.json,qubo_Q_S2_risk_adjusted_N50.npz,True
S2_risk_adjusted,1000,50,2,OPTIMAL,-17489212.82352144,1999604.2885934156,782397.7672746839,-19488817.112114854,0.0,0.017349800000000026,0.01699995994567871,5,False,False,0.0,index_map_S2_risk_adjusted_N50.json,qubo_Q_S2_risk_adjusted_N50.npz,True
S2_risk_adjusted,1000,50,2,OPTIMAL,-15981969.353532769,1799798.0845282245,711270.6975224399,-17781767.438060995,0.0,0.018797499999999967,0.01900005340576172,5,False,False,1.1654666005345733e-16,index_map_S2_risk_adjusted_N50.json,qubo_Q_S2_risk_adjusted_N50.npz,True
S2_risk_adjusted,1000,50,2,OPTIMAL,-15582356.945402388,2199410.492658607,711270.6975224399,-17781767.438060995,0.0,0.018355699999999975,0.017999887466430664,5,False,False,0.0,index_map_S2_risk_adjusted_N50.json,qubo_Q_S2_risk_adjusted_N50.npz,True
S3_tight_regulation,1000,20,2,OPTIMAL,-2711049.4522185167,2456.072690459955,0.0,-2713505.5249089766,0.0,0.00521130000000003,0.003999948501586914,3,False,True,0.0,index_map_S3_tight_regulation_N20.json,qubo_Q_S3_tight_regulation_N20.npz,True
S3_tight_regulation,1000,30,2,OPTIMAL,-7529872.151154628,4623.5386858480715,0.0,-7534495.689840475,0.0,0.006499599999999994,0.006999969482421875,4,False,True,1.2368371679095108e-16,index_map_S3_tight_regulation_N30.json,qubo_Q_S3_tight_regulation_N30.npz,True
S3_tight_regulation,1000,40,2,OPTIMAL,-22274764.95524327,9204.504413159531,0.0,-22283969.459656432,0.0,0.005006500000000025,0.005000114440917969,6,False,True,1.672426311095604e-16,index_map_S3_tight_regulation_N40.json,qubo_Q_S3_tight_regulation_N40.npz,True
S3_tight_regulation,1000,50,2,OPTIMAL,-35555418.56807764,8116.308044358982,0.0,-35563534.87612199,0.0,0.012080600000000052,0.011999845504760742,7,False,True,2.095483866308104e-16,index_map_S3_tight_regulation_N50.json,qubo_Q_S3_tight_regulation_N50.npz,True
S3_tight_regulation,1000,50,2,OPTIMAL,-36124435.12609558,8116.308044358982,0.0,-36132551.434139945,0.0,0.011549699999999996,0.010999917984008789,7,False,True,2.0624767061178697e-16,index_map_S3_tight_regulation_N50.json,qubo_Q_S3_tight_regulation_N50.npz,True
S3_tight_regulation,1000,50,2,OPTIMAL,-36408943.40510456,8116.308044358982,0.0,-36417059.71314892,0.0,0.011617299999999997,0.010999917984008789,7,False,True,0.0,index_map_S3_tight_regulation_N50.json,qubo_Q_S3_tight_regulation_N50.npz,True
S3_tight_regulation,1000,50,2,OPTIMAL,-32070192.150217686,8116.308044358982,0.0,-32078308.45826204,0.0,0.011949899999999958,0.010999917984008789,7,False,True,1.1616052317405985e-16,index_map_S3_tight_regulation_N50.json,qubo_Q_S3_tight_regulation_N50.npz,True
S3_tight_regulation,1000,50,2,OPTIMAL,-39040644.985937595,8116.308044358982,0.0,-39048761.293981954,0.0,0.012140600000000001,0.012000083923339844,7,False,True,0.0,index_map_S3_tight_regulation_N50.json,qubo_Q_S3_tight_regulation_N50.npz,True
S4_affordability,1000,20,2,OPTIMAL,-1356287.8503304468,464.91212404166913,0.0,-1356752.7624544885,0.0,0.006831900000000002,0.006000041961669922,2,True,True,0.0,index_map_S4_affordability_N20.json,qubo_Q_S4_affordability_N20.npz,True
S4_affordability,1000,30,2,OPTIMAL,-4429423.910022026,2632.3781194297853,0.0,-4432056.2881414555,0.0,0.007301600000000019,0.006999969482421875,3,True,True,0.0,index_map_S4_affordability_N30.json,qubo_Q_S4_affordability_N30.npz,True
S4_affordability,1000,40,2,OPTIMAL,-10234732.949873984,3847.612670864285,0.0,-10238580.562544849,0.0,0.012758199999999997,0.012000083923339844,4,True,True,0.0,index_map_S4_affordability_N40.json,qubo_Q_S4_affordability_N40.npz,True
S4_affordability,1000,50,2,OPTIMAL,-18489080.45410088,3957.681482552579,0.0,-18493038.135583434,0.0,0.02803549999999999,0.0280001163482666,5,True,True,0.0,index_map_S4_affordability_N50.json,qubo_Q_S4_affordability_N50.npz,True
S4_affordability,1000,50,2,OPTIMAL,-19058097.012118835,3957.681482552579,0.0,-19062054.69360139,0.0,0.02929100000000001,0.028999805450439453,5,True,True,0.0,index_map_S4_affordability_N50.json,qubo_Q_S4_affordability_N50.npz,True
S4_affordability,1000,50,2,OPTIMAL,-19342605.291127812,3957.681482552579,0.0,-19346562.972610362,0.0,0.028903700000000032,0.029000043869018555,5,True,True,1.9259506371515805e-16,index_map_S4_affordability_N50.json,qubo_Q_S4_affordability_N50.npz,True
S4_affordability,1000,50,2,OPTIMAL,-16710903.710294787,3957.681482552579,0.0,-16714861.391777338,0.0,0.02695620000000004,0.025999784469604492,5,True,True,1.114628617052871e-16,index_map_S4_affordability_N50.json,qubo_Q_S4_affordability_N50.npz,True
S4_affordability,1000,50,2,OPTIMAL,-20267257.197906986,3957.681482552579,0.0,-20271214.879389536,0.0,0.028514200000000045,0.0280001163482666,5,True,True,1.838083102259455e-16,index_map_S4_affordability_N50.json,qubo_Q_S4_affordability_N50.npz,True
S4_affordability,1000,50,2,OPTIMAL,-18489080.45410088,3957.681482552579,0.0,-18493038.135583434,0.0,0.027401600000000026,0.02700018882751465,5,True,True,0.0,index_map_S4_affordability_N50.json,qubo_Q_S4_affordability_N50.npz,True
S4_affordability,1000,50,2,OPTIMAL,-18489080.45410088,3957.681482552579,0.0,-18493038.135583434,0.0,0.026981699999999997,0.026999950408935547,5,True,True,0.0,index_map_S4_affordability_N50.json,qubo_Q_S4_affordability_N50.npz,True
S4_affordability,1000,20,2,OPTIMAL,-1356287.8503304468,464.91212404166913,0.0,-1356752.7624544885,0.0,0.007780899992212653,0.006999969482421875,2,True,True,0.0,index_map_S4_affordability_N20.json,qubo_Q_S4_affordability_N20.npz,True
